,Unnamed: 0.1,Unnamed: 0,vid,video_path,en_srt,zh_srt,age,gender,interests,level,备注,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,zhihu_url,ar_srt
437,448.0,,499,,Video_Finished\499\499_English.srt,,"k12, adult","male, female","Food, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951248152596480,Video_Finished\499\499_Arbic.srt
438,449.0,,500,,Video_Finished\500\500_English.srt,,"k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951234613403648,Video_Finished\500\500_Arbic.srt
439,450.0,,501,,Video_Finished\501\501_English.srt,,"prek, k12, adult","male, female","Food, Thriller, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951236328853505,Video_Finished\501\501_Arbic.srt
440,451.0,,502,,Video_Finished\502\502_English.srt,,"k12, adult","male, female","Travel, Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951243924742144,Video_Finished\502\502_Arbic.srt
441,452.0,,503,,Video_Finished\503\503_English.srt,,"k12, adult","male, female","Food, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001246584119296,Video_Finished\503\503_Arbic.srt
442,453.0,,504,,Video_Finished\504\504_English.srt,,"k12, adult","male, female","Thriller, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001368726437888,Video_Finished\504\504_Arbic.srt
443,454.0,,505,,Video_Finished\505\505_English.srt,,"k12, adult","male, female","Food, Travel, Humor, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001456156700672,Video_Finished\505\505_Arbic.srt
444,455.0,,506,,Video_Finished\506\506_English.srt,,"k12, adult","male, female","Travel, Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001639191949312,Video_Finished\506\506_Arbic.srt
445,456.0,,507,,Video_Finished\507\507_English.srt,,"k12, adult","male, female","Comedy, Humor, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001873515122689,Video_Finished\507\507_Arbic.srt
446,457.0,,508,,Video_Finished\508\508_English.srt,,"k12, adult","male, female","Technology, Entertainment, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836002010719191042,Video_Finished\508\508_Arbic.srt
447,458.0,,509,,Video_Finished\509\509_English.srt,,"k12, adult","male, female","Comedy, Humor, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836002183876853761,Video_Finished\509\509_Arbic.srt
448,459.0,,510,,Video_Finished\510\510_English.srt,,"k12, adult","male, female","Food, Humor, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836002273790144512,Video_Finished\510\510_Arbic.srt
449,460.0,,520,,Video_Finished\520\520_English.srt,,"k12, adult","male, female","Comedy, Humor,  Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835989523428933632,Video_Finished\520\520_Arbic.srt
450,,,617,,Video_Finished\617\617_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836842175016624128,Video_Finished\617\617_Arbic.srt
451,,,618,,Video_Finished\618\618_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836842299419652098,Video_Finished\618\618_Arbic.srt
452,,,624,,Video_Finished\624\624_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836842300686348289,Video_Finished\624\624_Arbic.srt
453,,,628,,Video_Finished\628\628_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836842462175424513,Video_Finished\628\628_Arbic.srt
454,,,629,,Video_Finished\629\629_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836842461244313601,Video_Finished\629\629_Arbic.srt
455,,,630,,Video_Finished\630\630_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836842463186259968,Video_Finished\630\630_Arbic.srt
456,,,631,,Video_Finished\631\631_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836842467430907904,Video_Finished\631\631_Arbic.srt
457,,,635,,Video_Finished\635\635_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836842462594883584,Video_Finished\635\635_Arbic.srt
458,,,636,,Video_Finished\636\636_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853397296377858,Video_Finished\636\636_Arbic.srt
459,,,637,,Video_Finished\637\637_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853397296398336,Video_Finished\637\637_Arbic.srt
460,,,638,,Video_Finished\638\638_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853397384466433,Video_Finished\638\638_Arbic.srt
461,,,639,,Video_Finished\639\639_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853397350928385,Video_Finished\639\639_Arbic.srt
462,,,640,,Video_Finished\640\640_English.srt,,k12,male,Technology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853397304778752,Video_Finished\640\640_Arbic.srt
463,,,641,,Video_Finished\641\641_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853397439004673,Video_Finished\641\641_Arbic.srt
464,,,642,,Video_Finished\642\642_English.srt,,k12,male,Technology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853397418016769,Video_Finished\642\642_Arbic.srt
465,,,643,,Video_Finished\643\643_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853398047166464,Video_Finished\643\643_Arbic.srt
466,,,644,,Video_Finished\644\644_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853398038777857,Video_Finished\644\644_Arbic.srt
467,,,645,,Video_Finished\645\645_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853397640327169,Video_Finished\645\645_Arbic.srt
468,,,646,,Video_Finished\646\646_English.srt,,k12,male,Technology,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853398349160448,Video_Finished\646\646_Arbic.srt
469,,,649,,Video_Finished\649\649_English.srt,,k12,male,Technology,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836853398999269376,Video_Finished\649\649_Arbic.srt
470,,,651,,Video_Finished\651\651_English.srt,,k12,male,Technology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836860380833521664,Video_Finished\651\651_Arbic.srt
471,,,652,,Video_Finished\652\652_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836860378040102912,Video_Finished\652\652_Arbic.srt
472,,,653,,Video_Finished\653\653_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836860376882475010,Video_Finished\653\653_Arbic.srt
473,,,654,,Video_Finished\654\654_English.srt,,k12,male,Technology,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836860377062830080,Video_Finished\654\654_Arbic.srt
474,,,655,,Video_Finished\655\655_English.srt,,k12,male,Technology,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836860378811883520,Video_Finished\655\655_Arbic.srt
475,,,682,,Video_Finished\682\682_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837125815424389121,Video_Finished\682\682_Arbic.srt
476,,,683,,Video_Finished\683\683_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837128264524627969,Video_Finished\683\683_Arbic.srt
477,,,684,,Video_Finished\684\684_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129545058217986,Video_Finished\684\684_Arbic.srt
478,,,685,,Video_Finished\685\685_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837130207821185025,Video_Finished\685\685_Arbic.srt
479,,,686,,Video_Finished\686\686_English.srt,,k12,male,Technology,B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837130848786317312,Video_Finished\686\686_Arbic.srt
480,,,688,,Video_Finished\688\688_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837131840420458497,Video_Finished\688\688_Arbic.srt
481,,,689,,Video_Finished\689\689_English.srt,,k12,male,Technology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837132468915945473,Video_Finished\689\689_Arbic.srt
482,,,691,,Video_Finished\691\691_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837133511028514817,Video_Finished\691\691_Arbic.srt
483,,,692,,Video_Finished\692\692_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837134054782271490,Video_Finished\692\692_Arbic.srt
484,,,693,,Video_Finished\693\693_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837134799774568449,Video_Finished\693\693_Arbic.srt
485,,,694,,Video_Finished\694\694_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837135410565894144,Video_Finished\694\694_Arbic.srt
486,,,695,,Video_Finished\695\695_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837135779685597184,Video_Finished\695\695_Arbic.srt
487,,,698,,Video_Finished\698\698_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837136951389593601,Video_Finished\698\698_Arbic.srt
488,,,699,,Video_Finished\699\699_English.srt,,k12,male,Technology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837137668099686400,Video_Finished\699\699_Arbic.srt
489,,,701,,Video_Finished\701\701_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837125978897379328,Video_Finished\701\701_Arbic.srt
490,,,702,,Video_Finished\702\702_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837125973683875842,Video_Finished\702\702_Arbic.srt
491,,,704,,Video_Finished\704\704_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837125970018066432,Video_Finished\704\704_Arbic.srt
492,,,705,,Video_Finished\705\705_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837125967249825794,Video_Finished\705\705_Arbic.srt
493,,,707,,Video_Finished\707\707_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129922776281088,Video_Finished\707\707_Arbic.srt
494,,,708,,Video_Finished\708\708_English.srt,,k12,male,Technology,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129923422203904,Video_Finished\708\708_Arbic.srt
495,,,709,,Video_Finished\709\709_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129936600719361,Video_Finished\709\709_Arbic.srt
496,,,710,,Video_Finished\710\710_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129944842522624,Video_Finished\710\710_Arbic.srt
497,,,711,,Video_Finished\711\711_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129954732691456,Video_Finished\711\711_Arbic.srt
498,,,712,,Video_Finished\712\712_English.srt,,k12,male,Technology,B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129947472334848,Video_Finished\712\712_Arbic.srt
499,,,713,,Video_Finished\713\713_English.srt,,k12,male,Technology,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129924433027072,Video_Finished\713\713_Arbic.srt
500,,,715,,Video_Finished\715\715_English.srt,,k12,male,Technology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129929160011776,Video_Finished\715\715_Arbic.srt
501,,,720,,Video_Finished\720\720_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837129934990094337,Video_Finished\720\720_Arbic.srt
502,,,721,,Video_Finished\721\721_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146748600082433,Video_Finished\721\721_Arbic.srt
503,,,722,,Video_Finished\722\722_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146748805599233,Video_Finished\722\722_Arbic.srt
504,,,723,,Video_Finished\723\723_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146769080848384,Video_Finished\723\723_Arbic.srt
505,,,724,,Video_Finished\724\724_English.srt,,k12,male,Technology,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146762088964099,Video_Finished\724\724_Arbic.srt
506,,,725,,Video_Finished\725\725_English.srt,,k12,male,Technology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146751909367808,Video_Finished\725\725_Arbic.srt
507,,,726,,Video_Finished\726\726_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146752773390336,Video_Finished\726\726_Arbic.srt
508,,,727,,Video_Finished\727\727_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146752236519424,Video_Finished\727\727_Arbic.srt
509,,,728,,Video_Finished\728\728_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146753046024192,Video_Finished\728\728_Arbic.srt
510,,,729,,Video_Finished\729\729_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146758695751680,Video_Finished\729\729_Arbic.srt
511,,,730,,Video_Finished\730\730_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146757735264258,Video_Finished\730\730_Arbic.srt
512,,,731,,Video_Finished\731\731_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146769848414208,Video_Finished\731\731_Arbic.srt
513,,,732,,Video_Finished\732\732_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146773803626497,Video_Finished\732\732_Arbic.srt
514,,,733,,Video_Finished\733\733_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146749355028480,Video_Finished\733\733_Arbic.srt
515,,,734,,Video_Finished\734\734_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146759522045952,Video_Finished\734\734_Arbic.srt
516,,,735,,Video_Finished\735\735_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146754992189440,Video_Finished\735\735_Arbic.srt
517,,,736,,Video_Finished\736\736_English.srt,,k12,male,Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146754123964416,Video_Finished\736\736_Arbic.srt
518,,,737,,Video_Finished\737\737_English.srt,,k12,male,Technology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146749812236288,Video_Finished\737\737_Arbic.srt
519,,,738,,Video_Finished\738\738_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146756598599680,Video_Finished\738\738_Arbic.srt
520,,,739,,Video_Finished\739\739_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146756573433859,Video_Finished\739\739_Arbic.srt
521,,,740,,Video_Finished\740\740_English.srt,,k12,male,Technology,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1837146750013558784,Video_Finished\740\740_Arbic.srt
